동,아파트이름,아파트일련번호,번지,부번,건축년도,매수구분,거래유형,거래금액,거래구분,부동산소속시군구명,전용면적,층수,지번,토지코드,토지임대여부,등록일자,거래날짜
 ,창신쌍용2,11110-91,703,0,1993, , ,"16,000", , ,64.66,9,703,1,N, ,2006-06-08
 ,MID그린(4동),11110-97,601,5,2002, , ,"15,000", , ,59.55,2,601-5,1,N, ,2006-06-12
 ,창신쌍용2,11110-91,703,0,1993, , ,"34,500", , ,115.53,10,703,1,N, ,2006-06-06
 ,창신쌍용1,11110-37,702,0,1992, , ,"16,000", , ,54.7,4,702,1,N, ,2006-06-05
 ,삼성,11110-73,596,0,1998, , ,"26,000", , ,84.93,14,596,1,N, ,2006-07-03
 ,삼성,11110-73,596,0,1998, , ,"18,400", , ,59.97,7,596,1,N, ,2006-07-25
 ,창신쌍용2,11110-91,703,0,1993, , ,"20,000", , ,79.87,13,703,1,N, ,2006-07-21
 ,창신쌍용2,11110-91,703,0,1993, , ,"14,700", , ,54.7,10,703,1,N, ,2006-07-19
 ,형우럭스빌(33-1),11110-2073,33,1,2005, , ,"37,000", , ,103.07,1,33-1,1,N, ,2006-07-31
 ,동대문상가,11110-32,436,64,1968, , ,"22,950", , ,40.87,5,436-64,1,N, ,2006-07-31
 ,두산,11110-34,232,0,1999, , ,"24,800", , ,59.95,11,232,1,N, ,2006-07-07
 ,동대문상가,11110-32,436,64,1968, , ,"22,000", , ,40.87,4,436-64,1,N, ,2006-07-26
 ,창신쌍용2,11110-91,703,0,1993, , ,"14,700", , ,54.7,10,703,1,N, ,2006-07-19
 ,동대문상가,11110-32,436,64,1968, , ,"30,000", , ,50.74,5,436-64,1,N, ,2006-07-31
 ,신현(101동),11110-7,6,13,2002, , ,"34,750", , ,84.82,3,6-13,1,N, ,2006-07-21
 ,동대문상가,11110-32,436,64,1968, , ,"21,000", , ,49.75,5,436-64,1,N, ,2006-07-24
 ,창신쌍용2,11110-91,703,0,1993, , ,"20,500", , ,79.87,13,703,1,N, ,2006-07-26
 ,창신쌍용1,11110-37,702,0,1992, , ,"15,500", , ,54.7,13,702,1,N, ,2006-07-28
 ,창신쌍용2,11110-91,703,0,1993, , ,"33,000", , ,106.62,2,703,1,N, ,2006-07-28
 ,현대,11110-90,82,0,2000, , ,"39,700", , ,84.92,14,82,1,N, ,2006-07-18
 ,현대,11110-90,82,0,2000, , ,"59,000", , ,114.9,19,82,1,N, ,2006-07-13
 ,현대,11110-90,82,0,2000, , ,"45,000", , ,84.92,13,82,1,N, ,2006-07-10
 ,현대,11110-90,82,0,2000, , ,"35,800", , ,84.92,3,82,1,N, ,2006-07-15
 ,두산,11110-34,232,0,1999, , ,"24,000", , ,59.95,10,232,1,N, ,2006-07-26
 ,창신쌍용1,11110-37,702,0,1992, , ,"16,000", , ,54.7,13,702,1,N, ,2006-07-25
 ,세종로대우,11110-14,167,0,1994, , ,"29,200", , ,66.96,10,167,1,N, ,2006-07-21
 ,두산,11110-34,232,0,1999, , ,"34,500", , ,84.9,2,232,1,N, ,2006-07-07
 ,창신쌍용2,11110-91,703,0,1993, , ,"14,500", , ,54.7,7,703,1,N, ,2006-07-24
 ,숭인상가,11110-48,204,11,1979, , ,"12,500", , ,80.85,8,204-11,1,N, ,2006-07-25
 ,창신쌍용2,11110-91,703,0,1993, , ,"15,700", , ,64.66,6,703,1,N, ,2006-07-21
 ,창신이수,11110-42,23,816,2003, , ,"46,900", , ,120.84,16,23-816,1,N, ,2006-07-15
 ,숭인상가,11110-48,204,11,1979, , ,"30,500", , ,77.75,5,204-11,1,N, ,2006-07-03
 ,대성아파트,11110-52,41,1,1971, , ,"4,800", , ,30.28,7,41-1,1,N, ,2006-07-24
 ,대아파크빌,11110-86,254,0,1998, , ,"14,000", , ,59.22,9,254,1,N, ,2006-07-26
 ,창신쌍용2,11110-91,703,0,1993, , ,"15,000", , ,64.66,4,703,1,N, ,2006-07-21
 ,경희궁의아침3단지,11110-116,72,0,2004, , ,"100,000", , ,124.17,16,72,1,N, ,2006-07-06
 ,형우럭스빌(33-1),11110-2073,33,1,2005, , ,"35,000", , ,103.07,2,33-1,1,N, ,2006-07-19
 ,동문상가,11110-33,436,41,1970, , ,"6,500", , ,35.76,6,436-41,1,N, ,2006-07-06
 ,형우럭스빌(33-1),11110-2073,33,1,2005, , ,"35,000", , ,103.07,4,33-1,1,N, ,2006-07-10
 ,벽산블루밍평창힐스,11110-146,45,0,2004, , ,"83,500", , ,150.83,3,45,1,N, ,2006-07-06
 ,창신쌍용2,11110-91,703,0,1993, , ,"15,500", , ,64.66,13,703,1,N, ,2006-07-01
 ,형우럭스빌(33-1),11110-2073,33,1,2005, , ,"36,000", , ,103.07,2,33-1,1,N, ,2006-08-10
 ,창신쌍용1,11110-37,702,0,1992, , ,"26,000", , ,79.87,4,702,1,N, ,2006-08-28
 ,창신쌍용1,11110-37,702,0,1992, , ,"23,000", , ,79.87,4,702,1,N, ,2006-08-10
 ,창신쌍용2,11110-91,703,0,1993, , ,"30,000", , ,115.53,1,703,1,N, ,2006-08-01
 ,창신쌍용2,11110-91,703,0,1993, , ,"15,650", , ,64.66,3,703,1,N, ,2006-08-17
 ,창신쌍용2,11110-91,703,0,1993, , ,"16,000", , ,64.66,13,703,1,N, ,2006-08-14
 ,청운현대,11110-4,56,45,2000, , ,"47,900", , ,84.51,1,56-45,1,N, ,2006-08-28
 ,두산,11110-34,232,0,1999, , ,"21,900", , ,59.95,3,232,1,N, ,2006-08-29
 ,창신쌍용1,11110-37,702,0,1992, , ,"25,500", , ,79.87,13,702,1,N, ,2006-08-10
 ,창신쌍용2,11110-91,703,0,1993, , ,"16,200", , ,64.66,9,703,1,N, ,2006-08-31
 ,창신쌍용1,11110-37,702,0,1992, , ,"15,000", , ,54.7,10,702,1,N, ,2006-08-14
 ,현대,11110-90,82,0,2000, , ,"70,000", , ,114.9,20,82,1,N, ,2006-08-30
 ,현대,11110-90,82,0,2000, , ,"64,500", , ,114.9,8,82,1,N, ,2006-08-21
 ,두산,11110-34,232,0,1999, , ,"22,500", , ,59.95,3,232,1,N, ,2006-08-20
 ,현대,11110-90,82,0,2000, , ,"24,000", , ,60.0,8,82,1,N, ,2006-08-16
 ,숭인상가,11110-48,204,11,1979, , ,"25,000", , ,78.75,8,204-11,1,N, ,2006-08-23
 ,송림아마레스아파트,11110-121,9,1,2004, , ,"22,000", , ,84.42,4,9-1,1,N, ,2006-08-13
 ,현대,11110-90,82,0,2000, , ,"48,000", , ,84.92,13,82,1,N, ,2006-08-16
 ,창신쌍용1,11110-37,702,0,1992, , ,"15,000", , ,54.7,10,702,1,N, ,2006-08-11
 ,현대,11110-90,82,0,2000, , ,"22,500", , ,60.0,4,82,1,N, ,2006-08-25
 ,구암하이빌,11110-89,105,22,2002, , ,"15,000", , ,75.89,2,105-22,1,N, ,2006-08-31
 ,창신쌍용1,11110-37,702,0,1992, , ,"22,000", , ,79.87,10,702,1,N, ,2006-08-28
 ,창신쌍용1,11110-37,702,0,1992, , ,"25,000", , ,79.87,3,702,1,N, ,2006-08-22
 ,현대,11110-90,82,0,2000, , ,"46,500", , ,84.92,19,82,1,N, ,2006-08-11
 ,도시그린빌라,11110-44,181,121,1997, , ,"17,000", , ,57.45,3,181-121,1,N, ,2006-08-07
 ,효자,11110-204,5,1,1999, , ,"8,400", , ,61.49,3,5-1,1,N, ,2006-08-09
 ,그린,11110-41,23,326,2002, , ,"13,500", , ,44.12,5,23-326,1,N, ,2006-08-11
 ,삼성,11110-73,596,0,1998, , ,"25,200", , ,84.93,10,596,1,N, ,2006-08-24
 ,창신쌍용2,11110-91,703,0,1993, , ,"19,300", , ,79.87,2,703,1,N, ,2006-08-19
 ,갑을아파트,11110-68,595,0,1997, , ,"10,000", , ,53.33,13,595,1,N, ,2006-08-10
 ,형우럭스빌(33-1),11110-2073,33,1,2005, , ,"27,000", , ,92.87,4,33-1,1,N, ,2006-08-02
 ,창신쌍용2,11110-91,703,0,1993, , ,"22,000", , ,79.87,14,703,1,N, ,2006-08-14
 ,창신이수,11110-42,23,816,2003, , ,"40,000", , ,120.84,5,23-816,1,N, ,2006-08-16
 ,창신쌍용2,11110-91,703,0,1993, , ,"33,100", , ,106.62,9,703,1,N, ,2006-08-28
 ,동대문상가,11110-32,436,64,1968, , ,"33,000", , ,73.19,4,436-64,1,N, ,2006-08-04
 ,대아파크빌,11110-86,254,0,1998, , ,"16,600", , ,59.22,8,254,1,N, ,2006-08-04
 ,대아파크빌,11110-86,254,0,1998, , ,"16,400", , ,59.22,9,254,1,N, ,2006-08-09
 ,옥인시민,11110-10,179,3,1971, , ,"11,000", , ,39.67,1,179-3,1,N, ,2006-08-10
 ,동대문,11110-30,328,17,1966, , ,"14,500", , ,28.8,2,328-17,1,N, ,2006-08-05
 ,동대문,11110-30,328,17,1966, , ,"15,000", , ,28.8,3,328-17,1,N, ,2006-08-03
 ,창신쌍용2,11110-91,703,0,1993, , ,"21,250", , ,79.87,13,703,1,N, ,2006-08-14
 ,대성아파트,11110-52,41,1,1971, , ,"20,000", , ,94.94,4,41-1,1,N, ,2006-08-01
 ,창신이수,11110-42,23,816,2003, , ,"35,500", , ,84.5,19,23-816,1,N, ,2006-08-07
 ,창신쌍용1,11110-37,702,0,1992, , ,"25,000", , ,79.87,5,702,1,N, ,2006-08-19
 ,창신쌍용1,11110-37,702,0,1992, , ,"15,000", , ,54.7,5,702,1,N, ,2006-08-02
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"15,000", , ,45.5,3,55,1,N, ,2006-08-11
 ,창신쌍용2,11110-91,703,0,1993, , ,"33,700", , ,115.53,7,703,1,N, ,2006-08-01
 ,창신쌍용1,11110-37,702,0,1992, , ,"21,000", , ,79.87,8,702,1,N, ,2006-08-09
 ,창신쌍용2,11110-91,703,0,1993, , ,"14,150", , ,54.7,5,703,1,N, ,2006-08-01
 ,현대,11110-90,82,0,2000, , ,"46,000", , ,84.92,17,82,1,N, ,2006-08-03
 ,건양하늘터,11110-2128,23,0,2006, , ,"33,288", , ,84.9,1,23,1,N, ,2006-08-01
 ,창신쌍용2,11110-91,703,0,1993, , ,"21,700", , ,79.87,5,703,1,N, ,2006-09-23
 ,브라운스톤창신,11110-2150,23,76,2006, , ,"31,257", , ,84.67,4,23-76,1,N, ,2006-09-30
 ,현대,11110-90,82,0,2000, , ,"67,990", , ,114.9,8,82,1,N, ,2006-09-24
 ,창신쌍용1,11110-37,702,0,1992, , ,"23,800", , ,79.87,6,702,1,N, ,2006-09-14
 ,창신쌍용2,11110-91,703,0,1993, , ,"35,000", , ,115.53,4,703,1,N, ,2006-09-28
 ,창신쌍용1,11110-37,702,0,1992, , ,"31,500", , ,106.62,3,702,1,N, ,2006-09-10
 ,동성아파트(1동),11110-124,4,161,1999, , ,"11,500", , ,49.56,3,4-161,1,N, ,2006-09-21
 ,창신쌍용1,11110-37,702,0,1992, , ,"28,700", , ,79.87,8,702,1,N, ,2006-09-22
 ,현대,11110-90,82,0,2000, , ,"48,950", , ,84.92,8,82,1,N, ,2006-09-28
 ,두산,11110-34,232,0,1999, , ,"24,000", , ,59.95,6,232,1,N, ,2006-09-30
 ,흥인,11110-40,627,21,1997, , ,"14,500", , ,58.23,4,627-21,1,N, ,2006-09-27
 ,현대,11110-90,82,0,2000, , ,"19,980", , ,60.0,1,82,1,N, ,2006-09-27
 ,창신쌍용2,11110-91,703,0,1993, , ,"15,000", , ,64.66,11,703,1,N, ,2006-09-28
 ,현대,11110-90,82,0,2000, , ,"26,990", , ,60.0,11,82,1,N, ,2006-09-25
 ,현대,11110-90,82,0,2000, , ,"53,390", , ,84.92,19,82,1,N, ,2006-09-22
 ,창신쌍용2,11110-91,703,0,1993, , ,"16,600", , ,64.66,11,703,1,N, ,2006-09-29
 ,창신쌍용2,11110-91,703,0,1993, , ,"15,500", , ,64.66,5,703,1,N, ,2006-09-26
 ,두산,11110-34,232,0,1999, , ,"34,600", , ,84.9,5,232,1,N, ,2006-09-26
 ,세종,11110-13,100,0,1983, , ,"64,560", , ,156.74,9,100,1,N, ,2006-09-28
 ,창신쌍용2,11110-91,703,0,1993, , ,"21,000", , ,79.87,11,703,1,N, ,2006-09-25
 ,현대,11110-90,82,0,2000, , ,"55,950", , ,114.9,10,82,1,N, ,2006-09-25
 ,창신쌍용2,11110-91,703,0,1993, , ,"22,000", , ,79.87,6,703,1,N, ,2006-09-26
 ,창신쌍용2,11110-91,703,0,1993, , ,"16,250", , ,64.66,12,703,1,N, ,2006-09-29
 ,삼성,11110-73,596,0,1998, , ,"25,000", , ,84.93,3,596,1,N, ,2006-09-22
 ,창신쌍용2,11110-91,703,0,1993, , ,"21,000", , ,79.87,4,703,1,N, ,2006-09-23
 ,삼성,11110-73,596,0,1998, , ,"17,000", , ,59.97,9,596,1,N, ,2006-09-14
 ,창신쌍용2,11110-91,703,0,1993, , ,"21,800", , ,79.87,7,703,1,N, ,2006-09-27
 ,동아,11110-51,101,0,1995, , ,"25,000", , ,59.98,5,101,1,N, ,2006-09-18
 ,창신쌍용2,11110-91,703,0,1993, , ,"21,700", , ,79.87,7,703,1,N, ,2006-09-25
 ,옥인시민,11110-10,179,3,1971, , ,"26,000", , ,59.5,4,179-3,1,N, ,2006-09-05
 ,창신쌍용1,11110-37,702,0,1992, , ,"26,800", , ,79.87,11,702,1,N, ,2006-09-18
 ,숭인모범105동,11110-136,569,3,2000, , ,"13,700", , ,59.74,4,569-3,1,N, ,2006-09-30
 ,두산,11110-34,232,0,1999, , ,"23,500", , ,59.95,6,232,1,N, ,2006-09-22
 ,"동문(비동,씨동)(494-0)",11110-45,494,0,1997, , ,"16,400", , ,59.94,2,494,1,N, ,2006-09-28
 ,두산,11110-34,232,0,1999, , ,"22,500", , ,59.95,12,232,1,N, ,2006-09-20
 ,신현(101동),11110-7,6,13,2002, , ,"36,000", , ,84.82,4,6-13,1,N, ,2006-09-24
 ,아남1,11110-25,4,0,1995, , ,"44,500", , ,84.9,18,4,1,N, ,2006-09-30
 ,현대,11110-90,82,0,2000, , ,"47,950", , ,84.92,10,82,1,N, ,2006-09-26
 ,창신쌍용2,11110-91,703,0,1993, , ,"21,400", , ,79.87,9,703,1,N, ,2006-09-14
 ,신문로맨션,11110-15,238,0,1981, , ,"26,300", , ,91.53,9,238,1,N, ,2006-09-22
 ,롯데낙천대,11110-71,72,0,2001, , ,"44,300", , ,87.27,4,72,1,N, ,2006-09-29
 ,현대,11110-90,82,0,2000, , ,"25,450", , ,60.0,9,82,1,N, ,2006-09-05
 ,창신쌍용2,11110-91,703,0,1993, , ,"22,800", , ,79.87,13,703,1,N, ,2006-09-20
 ,현대,11110-90,82,0,2000, , ,"27,300", , ,60.0,15,82,1,N, ,2006-09-17
 ,현대,11110-90,82,0,2000, , ,"59,458", , ,114.9,5,82,1,N, ,2006-09-05
 ,창신쌍용2,11110-91,703,0,1993, , ,"34,100", , ,115.53,5,703,1,N, ,2006-09-09
 ,현대,11110-90,82,0,2000, , ,"42,700", , ,84.92,23,82,1,N, ,2006-09-07
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"12,000", , ,36.08,7,55,1,N, ,2006-09-29
 ,현대,11110-90,82,0,2000, , ,"37,000", , ,84.92,1,82,1,N, ,2006-09-04
 ,현대,11110-90,82,0,2000, , ,"47,000", , ,84.92,18,82,1,N, ,2006-09-05
 ,현대,11110-90,82,0,2000, , ,"60,500", , ,114.9,4,82,1,N, ,2006-09-19
 ,창신쌍용2,11110-91,703,0,1993, , ,"31,000", , ,106.62,4,703,1,N, ,2006-09-25
 ,"동문(비동,씨동)(494-0)",11110-45,494,0,1997, , ,"15,300", , ,59.94,5,494,1,N, ,2006-09-18
 ,두산,11110-34,232,0,1999, , ,"19,500", , ,59.95,23,232,1,N, ,2006-09-12
 ,경희궁파크팰리스,11110-107,95,0,2003, , ,"82,000", , ,117.26,11,95,1,N, ,2006-09-28
 ,동대문상가,11110-32,436,64,1968, , ,"20,000", , ,40.87,5,436-64,1,N, ,2006-09-05
 ,두산,11110-34,232,0,1999, , ,"22,500", , ,59.95,5,232,1,N, ,2006-09-18
 ,동문(482-0),11110-132,482,0,2002, , ,"19,000", , ,60.0,5,482,1,N, ,2006-09-20
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"16,000", , ,46.64,2,55,1,N, ,2006-09-27
 ,창신쌍용2,11110-91,703,0,1993, , ,"13,800", , ,54.7,3,703,1,N, ,2006-09-19
 ,창신쌍용2,11110-91,703,0,1993, , ,"16,200", , ,64.66,8,703,1,N, ,2006-09-25
 ,도시그린빌라트18차,11110-1465,820,1,1997, , ,"18,300", , ,59.76,4,820-1,1,N, ,2006-09-03
 ,별빛고운,11110-2132,235,2,2006, , ,"29,580", , ,71.85,1,235-2,1,N, ,2006-09-22
 ,현대,11110-90,82,0,2000, , ,"43,000", , ,84.92,8,82,1,N, ,2006-09-23
 ,창신쌍용1,11110-37,702,0,1992, , ,"24,200", , ,79.87,13,702,1,N, ,2006-09-11
 ,창신쌍용2,11110-91,703,0,1993, , ,"22,000", , ,79.87,6,703,1,N, ,2006-09-01
 ,두산,11110-34,232,0,1999, , ,"23,500", , ,59.95,10,232,1,N, ,2006-09-04
 ,별빛고운,11110-2132,235,2,2006, , ,"41,480", , ,100.69,2,235-2,1,N, ,2006-09-01
 ,삼성,11110-73,596,0,1998, , ,"26,900", , ,84.93,13,596,1,N, ,2006-09-18
 ,현대,11110-90,82,0,2000, , ,"42,300", , ,84.92,12,82,1,N, ,2006-09-05
 ,창신쌍용1,11110-37,702,0,1992, , ,"17,000", , ,54.7,8,702,1,N, ,2006-09-01
 ,창신쌍용2,11110-91,703,0,1993, , ,"32,750", , ,115.53,5,703,1,N, ,2006-09-04
 ,창신쌍용1,11110-37,702,0,1992, , ,"23,800", , ,79.87,7,702,1,N, ,2006-09-09
 ,창신쌍용2,11110-91,703,0,1993, , ,"13,500", , ,54.7,8,703,1,N, ,2006-09-02
 ,창신이수,11110-42,23,816,2003, , ,"25,800", , ,68.06,7,23-816,1,N, ,2006-09-11
 ,창신이수,11110-42,23,816,2003, , ,"25,300", , ,68.06,6,23-816,1,N, ,2006-09-05
 ,창신쌍용2,11110-91,703,0,1993, , ,"14,000", , ,64.66,1,703,1,N, ,2006-09-08
 ,삼흥,11110-35,638,45,1996, , ,"12,750", , ,57.78,2,638-45,1,N, ,2006-09-06
 ,MID그린(5동),11110-98,601,4,2002, , ,"14,900", , ,59.04,7,601-4,1,N, ,2006-09-01
 ,명륜동주상복합아남아파트,11110-26,237,0,1999, , ,"21,000", , ,47.43,5,237,1,N, ,2006-09-01
 ,아남1,11110-25,4,0,1995, , ,"45,000", , ,84.9,15,4,1,N, ,2006-09-04
 ,현대,11110-90,82,0,2000, , ,"38,695", , ,84.92,1,82,1,N, ,2006-10-03
 ,현대,11110-90,82,0,2000, , ,"24,490", , ,60.0,10,82,1,N, ,2006-10-16
 ,숭인상가,11110-48,204,11,1979, , ,"32,000", , ,78.75,8,204-11,1,N, ,2006-10-11
 ,창신쌍용2,11110-91,703,0,1993, , ,"18,500", , ,64.66,5,703,1,N, ,2006-10-28
 ,창신쌍용1,11110-37,702,0,1992, , ,"29,000", , ,79.87,5,702,1,N, ,2006-10-30
 ,창신쌍용1,11110-37,702,0,1992, , ,"19,000", , ,54.7,7,702,1,N, ,2006-10-30
 ,두산,11110-34,232,0,1999, , ,"38,500", , ,84.9,20,232,1,N, ,2006-10-30
 ,두산,11110-34,232,0,1999, , ,"24,300", , ,59.95,14,232,1,N, ,2006-10-19
 ,현대,11110-90,82,0,2000, , ,"25,230", , ,60.0,7,82,1,N, ,2006-10-27
 ,브라운스톤창신,11110-2150,23,76,2006, , ,"31,905", , ,84.81,3,23-76,1,N, ,2006-10-27
 ,롯데낙천대,11110-71,72,0,2001, , ,"39,000", , ,84.21,2,72,1,N, ,2006-10-26
 ,삼성,11110-73,596,0,1998, , ,"27,000", , ,84.93,13,596,1,N, ,2006-10-26
 ,MID그린(4동),11110-97,601,5,2002, , ,"15,900", , ,59.55,7,601-5,1,N, ,2006-10-30
 ,두산,11110-34,232,0,1999, , ,"42,500", , ,84.9,9,232,1,N, ,2006-10-28
 ,창신쌍용1,11110-37,702,0,1992, , ,"17,500", , ,54.7,14,702,1,N, ,2006-10-25
 ,경희궁의아침3단지,11110-116,72,0,2004, , ,"120,500", , ,150.48,14,72,1,N, ,2006-10-27
 ,현대,11110-90,82,0,2000, , ,"51,550", , ,84.92,8,82,1,N, ,2006-10-26
 ,옥인시민,11110-10,179,3,1971, , ,"24,000", , ,59.5,5,179-3,1,N, ,2006-10-03
 ,현대,11110-90,82,0,2000, , ,"32,590", , ,84.92,1,82,1,N, ,2006-10-23
 ,창신쌍용2,11110-91,703,0,1993, , ,"17,900", , ,64.66,11,703,1,N, ,2006-10-18
 ,MID그린(2동),11110-153,601,1,2002, , ,"14,400", , ,54.72,1,601-1,1,N, ,2006-10-21
 ,신현(102동),11110-112,6,11,2002, , ,"34,500", , ,84.82,3,6-11,1,N, ,2006-10-27
 ,창신쌍용1,11110-37,702,0,1992, , ,"16,000", , ,54.7,2,702,1,N, ,2006-10-25
 ,창신쌍용1,11110-37,702,0,1992, , ,"18,600", , ,54.7,6,702,1,N, ,2006-10-31
 ,아남1,11110-25,4,0,1995, , ,"48,000", , ,84.9,9,4,1,N, ,2006-10-27
 ,MID그린(9동),11110-95,601,6,2002, , ,"15,500", , ,59.9,5,601-6,1,N, ,2006-10-27
 ,동대문상가,11110-32,436,64,1968, , ,"31,000", , ,72.4,4,436-64,1,N, ,2006-10-21
 ,MID그린(1동),11110-94,601,0,2002, , ,"16,300", , ,59.55,6,601,1,N, ,2006-10-17
 ,창신쌍용2,11110-91,703,0,1993, , ,"16,900", , ,64.66,9,703,1,N, ,2006-10-16
 ,MID그린(2동),11110-153,601,1,2002, , ,"16,300", , ,59.26,7,601-1,1,N, ,2006-10-19
 ,현대,11110-90,82,0,2000, , ,"69,990", , ,114.9,14,82,1,N, ,2006-10-19
 ,아남1,11110-25,4,0,1995, , ,"43,500", , ,84.9,15,4,1,N, ,2006-10-25
 ,창신쌍용1,11110-37,702,0,1992, , ,"23,000", , ,79.87,1,702,1,N, ,2006-10-21
 ,창신쌍용1,11110-37,702,0,1992, , ,"37,000", , ,106.62,9,702,1,N, ,2006-10-16
 ,창신쌍용1,11110-37,702,0,1992, , ,"28,000", , ,79.87,9,702,1,N, ,2006-10-17
 ,창신쌍용2,11110-91,703,0,1993, , ,"19,000", , ,64.66,7,703,1,N, ,2006-10-27
 ,형우럭스빌(33-1),11110-2073,33,1,2005, , ,"36,000", , ,103.07,3,33-1,1,N, ,2006-10-26
 ,현대,11110-90,82,0,2000, , ,"46,490", , ,84.92,15,82,1,N, ,2006-10-15
 ,창신쌍용2,11110-91,703,0,1993, , ,"35,800", , ,115.53,1,703,1,N, ,2006-10-27
 ,창신쌍용2,11110-91,703,0,1993, , ,"13,000", , ,54.7,1,703,1,N, ,2006-10-30
 ,창신쌍용2,11110-91,703,0,1993, , ,"23,800", , ,79.87,3,703,1,N, ,2006-10-29
 ,현대,11110-90,82,0,2000, , ,"42,490", , ,84.92,12,82,1,N, ,2006-10-07
 ,창신쌍용2,11110-91,703,0,1993, , ,"17,100", , ,64.66,5,703,1,N, ,2006-10-16
 ,창신쌍용2,11110-91,703,0,1993, , ,"15,500", , ,54.7,7,703,1,N, ,2006-10-18
 ,창신쌍용2,11110-91,703,0,1993, , ,"14,300", , ,54.7,2,703,1,N, ,2006-10-30
 ,삼성,11110-73,596,0,1998, , ,"27,300", , ,84.98,3,596,1,N, ,2006-10-25
 ,현대,11110-90,82,0,2000, , ,"29,980", , ,60.0,14,82,1,N, ,2006-10-31
 ,창신쌍용2,11110-91,703,0,1993, , ,"17,500", , ,64.66,9,703,1,N, ,2006-10-20
 ,현대,11110-90,82,0,2000, , ,"23,490", , ,60.0,13,82,1,N, ,2006-10-21
 ,창신쌍용1,11110-37,702,0,1992, , ,"17,300", , ,54.7,5,702,1,N, ,2006-10-25
 ,창신쌍용2,11110-91,703,0,1993, , ,"18,500", , ,79.87,15,703,1,N, ,2006-10-27
 ,두산,11110-34,232,0,1999, , ,"33,900", , ,84.9,6,232,1,N, ,2006-10-25
 ,창신쌍용2,11110-91,703,0,1993, , ,"17,500", , ,64.66,10,703,1,N, ,2006-10-17
 ,창신쌍용2,11110-91,703,0,1993, , ,"17,000", , ,64.66,5,703,1,N, ,2006-10-20
 ,아남1,11110-25,4,0,1995, , ,"43,300", , ,84.9,14,4,1,N, ,2006-10-25
 ,로얄팰리스스위트,11110-205,85,0,2005, , ,"25,200", , ,42.87,10,85,1,N, ,2006-10-26
 ,창신쌍용1,11110-37,702,0,1992, , ,"16,800", , ,54.7,12,702,1,N, ,2006-10-02
 ,명륜동주상복합아남아파트,11110-26,237,0,1999, , ,"34,000", , ,94.86,3,237,1,N, ,2006-10-20
 ,두산,11110-34,232,0,1999, , ,"22,000", , ,59.95,12,232,1,N, ,2006-10-09
 ,창신쌍용1,11110-37,702,0,1992, , ,"24,900", , ,79.87,2,702,1,N, ,2006-10-17
 ,창신쌍용2,11110-91,703,0,1993, , ,"17,900", , ,64.66,11,703,1,N, ,2006-10-18
 ,창신쌍용2,11110-91,703,0,1993, , ,"17,000", , ,64.66,13,703,1,N, ,2006-10-09
 ,창신쌍용1,11110-37,702,0,1992, , ,"17,000", , ,54.7,5,702,1,N, ,2006-10-31
 ,현대,11110-90,82,0,2000, , ,"39,950", , ,84.92,1,82,1,N, ,2006-10-25
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"16,513", , ,45.5,7,55,1,N, ,2006-10-09
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"17,284", , ,48.54,6,55,1,N, ,2006-10-09
 ,창신쌍용1,11110-37,702,0,1992, , ,"15,500", , ,54.7,9,702,1,N, ,2006-10-03
 ,창신쌍용2,11110-91,703,0,1993, , ,"16,600", , ,64.66,10,703,1,N, ,2006-10-11
 ,창신쌍용2,11110-91,703,0,1993, , ,"16,500", , ,64.66,7,703,1,N, ,2006-10-14
 ,운현신화타워,11110-16,30,6,1998, , ,"25,962", , ,84.87,13,30-6,1,N, ,2006-10-20
 ,두산,11110-34,232,0,1999, , ,"23,200", , ,59.95,15,232,1,N, ,2006-10-02
 ,현대,11110-90,82,0,2000, , ,"37,700", , ,84.92,6,82,1,N, ,2006-10-04
 ,현대뜨레비앙,11110-102,55,0,2003, , ,"15,300", , ,46.64,3,55,1,N, ,2006-10-13
 ,그린,11110-41,23,326,2002, , ,"14,000", , ,44.6,4,23-326,1,N, ,2006-10-26
 ,창신쌍용1,11110-37,702,0,1992, , ,"25,000", , ,79.87,11,702,1,N, ,2006-10-02
 ,현대,11110-90,82,0,2000, , ,"28,290", , ,60.0,7,82,1,N, ,2006-10-23
 ,현대,11110-90,82,0,2000, , ,"23,590", , ,60.0,11,82,1,N, ,2006-10-02
 ,경희궁파크팰리스,11110-107,95,0,2003, , ,"112,000", , ,146.33,4,95,1,N, ,2006-10-13
 ,창신쌍용2,11110-91,703,0,1993, , ,"15,500", , ,64.66,13,703,1,N, ,2006-10-18
 ,옥인시민,11110-10,179,3,1971, , ,"27,000", , ,59.5,4,179-3,1,N, ,2006-10-26
 ,현대,11110-90,82,0,2000, , ,"40,950", , ,84.92,4,82,1,N, ,2006-10-01
 ,두산,11110-34,232,0,1999, , ,"22,900", , ,59.95,22,232,1,N, ,2006-10-02
 ,갑을아파트,11110-68,595,0,1997, , ,"6,500", , ,30.46,5,595,1,N, ,2006-10-23
 ,창신쌍용2,11110-91,703,0,1993, , ,"16,500", , ,64.66,4,703,1,N, ,2006-10-19
